Record Number,Aspect Value,Aspect Name
4593,90 NS GPX,B-Modell
4593,Black Bright Crimson,B-Farbe
4593,Größe,B-No Tag
4593,44,B-EU-Schuhgröße
4593,schwarz,B-Farbe
4593,AJ7182 003,B-Herstellernummer
4594,ADIDAS,B-Marke
4594,LITE RACER CF 750,B-Modell
4594,Herrenschuhe,B-Abteilung
4594,Turnschuhe Sportschuhe,B-Produktart
4594,B96569,B-Herstellernummer
4594,SPORT,B-Anlass
4595,Nike,B-Marke
4595,Air Force 1,B-Produktlinie
4595,Cactus Jack Travis Scott 380,B-Modell
4595,€,B-No Tag
4595,VB,I-No Tag
4596,POLO RALPH LAUREN,B-Marke
4596,HERREN,B-Abteilung
4596,TURNSCHUHE FREIZEITSCHUHE,B-Produktart
4596,SNEAKER,B-Stil
4596,ART,B-No Tag
4596,.,I-No Tag
4596,SAYER-NE-SK-VLC,B-Herstellernummer
4597,Sneakers,B-Stil
4597,Kennel & Schmenger,B-Marke
4597,Schwarz,B-Farbe
4597,"40,5 EUR",B-EU-Schuhgröße
4597,UK 7,B-UK-Schuhgröße
4598,Nike,B-Marke
4598,Dunk,B-Produktlinie
4598,Low,B-Schuhschaft-Typ
4598,Light Smoke Grey,B-Farbe
4598,(,B-No Tag
4598,W,B-Abteilung
4598,),B-No Tag
4598,-,I-No Tag
4598,EU37 .5,B-EU-Schuhgröße
4598,US6 .5,B-US-Schuhgröße
4598,W,B-Abteilung
4598,-,B-No Tag
4598,Neu,I-No Tag
4598,|,I-No Tag
4598,Händler,I-No Tag
4599,NEU,B-No Tag
4599,ADIDAS,B-Marke
4599,ZX FLUX J,B-Modell
4599,BY9830,B-Herstellernummer
4599,DAMEN,B-Abteilung
4599,SNEAKERS,B-Stil
4599,TURNSCHUHE,B-Produktart
4599,SPORT,B-Anlass
4599,WEISS MELANGE GRAU,B-Farbe
4600,ESMARA,B-Marke
4600,Damen,B-Abteilung
4600,Sneaker,B-Stil
4600,Freizeit Schuhe Freizeit-Schuhe Freizeitschuhe,B-Produktart
4600,Grau,B-Farbe
4600,&,B-No Tag
4600,Rosa,B-Farbe
4601,Damen,B-Abteilung
4601,Sneakers,B-Stil
4601,High Top,B-Schuhschaft-Typ
4601,Kult,B-No Tag
4601,Sportschuhe,B-Produktart
4601,Schnürer,B-Verschluss
4601,72104,B-No Tag
4601,Schuhe,B-Produktart
4602,ADIDAS,B-Marke
4602,ORIGINALS,B-Produktlinie
4602,ZX 8000,B-Modell
4602,BOOST,B-Produktlinie
4602,RUNNING,B-Aktivität
4602,LAUFSCHUHE SPORT SCHUHE,B-Produktart
4602,ROT,B-Farbe
4602,41 1/3,B-EU-Schuhgröße
4602,"UK 7,5",B-UK-Schuhgröße
4603,ADIDAS,B-Marke
4603,Terrex,B-Produktlinie
4603,Snowpitch C.RDY,B-Modell
4603,Herrenschuhe,B-Abteilung
4603,Outdoor,B-Anlass
4603,Wanderschuhe Schuhe,B-Produktart
4603,Braun,B-Farbe
4603,NEU,B-No Tag
4604,Sneaker,B-Stil
4604,Emporio Armani,B-Marke
4604,",",B-No Tag
4604,Herren,B-Abteilung
4604,NEU,B-No Tag
4604,",",I-No Tag
4604,Schuhe,B-Produktart
4604,Größe,B-No Tag
4604,43,B-EU-Schuhgröße
4604,",",B-No Tag
4604,schwarz,B-Farbe
4604,",",B-No Tag
4604,Leder,B-Obermaterial
4605,Rieker,B-Marke
4605,Slipper,B-No Tag
4605,Sneakers Sneaker,B-Stil
4605,Sportschuhe,B-Produktart
4605,N41774,B-Herstellernummer
4605,rose,B-Farbe
4605,/,B-No Tag
4605,grau,B-Farbe
4605,Memosoft,B-Innensohlenmaterial
4605,NEU,B-No Tag
4606,New Balance,B-Marke
4606,ML574HC2,B-Herstellernummer
4607,Puma,B-Marke
4607,Suede,B-Obermaterial
4607,Classic,B-Produktlinie
4607,Low,B-Schuhschaft-Typ
4607,Trainers,B-Produktart
4607,356328 01,B-Herstellernummer
4607,Triple Black,B-Farbe
4607,UK8,B-UK-Schuhgröße
4607,/,B-No Tag
4607,US9,B-US-Schuhgröße
4607,/,B-No Tag
4607,EU42,B-EU-Schuhgröße
4608,Adidas,B-Marke
4608,GRAND COURT K,B-Modell
4608,EF0103,B-Herstellernummer
4608,Weiß,B-Farbe
4608,Damenschuhe,B-Abteilung
4608,Kinder,I-Abteilung
4608,Turnschuhe,B-Produktart
4608,Sport,B-Anlass
4609,Neu,B-No Tag
4609,adidas,B-Marke
4609,Grand Court K,B-Modell
4609,Damen,B-Abteilung
4609,/,B-No Tag
4609,Mädchen,B-Abteilung
4609,Sneaker,B-Stil
4609,Sportschuhe,B-Produktart
4609,FW1274,B-Herstellernummer
4610,Vans,B-Marke
4610,Ward,B-Modell
4611,Keen,B-Marke
4611,Damen,B-Abteilung
4611,Trainer,B-Produktart
4611,Jasper,B-Modell
4611,Casual,B-Anlass
4611,Lace-Up,B-Verschluss
4611,Low-Top,B-Schuhschaft-Typ
4611,Sneakers,B-Stil
4611,Suede Leather,B-Obermaterial
4612,adidas,B-Marke
4612,Damen,B-Abteilung
4612,Originals,B-Produktlinie
4612,SL 72,B-Modell
4612,Wildleder,B-Obermaterial
4612,Turnschuhe,B-Produktart
4612,Sneaker,B-Stil
4612,Gummi,B-Laufsohlenmaterial
4612,Zehenkappe,B-Besonderheiten
4613,Nike,B-Marke
4613,Air,B-Produktlinie
4613,Footscape Woven Nikelab NM,B-Modell
4613,Linen Sail,B-Obermaterial
4613,Bronze,B-Farbe
4613,UK_8,B-UK-Schuhgröße
4613,US 10.5,B-US-Schuhgröße
4613,Eur 42.5,B-EU-Schuhgröße
4614,ADIDAS,B-Marke
4614,TERREX,B-Produktlinie
4614,TRACEROCKER,B-Modell
4614,COREBLACK,B-Farbe
4614,LAUFSCHUHE,B-Produktart
4614,EU,B-EU-Schuhgröße
4614,GR,B-No Tag
4614,.37 1/3,B-EU-Schuhgröße
4614,-,B-No Tag
4614,42 2/3,B-EU-Schuhgröße
4615,Converse,B-Marke
4615,All Star Chuck,B-Produktlinie
4615,Hi,B-Schuhschaft-Typ
4615,Dual Zip,B-Verschluss
4615,Plaid,B-Gewebeart
4615,Bordeaux,B-Farbe
4615,549574C,B-Herstellernummer
4615,rot blau,B-Farbe
4615,kariert,B-Muster
4616,Converse,B-Marke
4616,C Taylor All Star,B-Produktlinie
4616,HI,B-Schuhschaft-Typ
4616,Chuck,B-Produktlinie
4616,Schuhe,B-Produktart
4616,Sneaker,B-Stil
4616,canvas,B-Gewebeart
4616,Red,B-Farbe
4616,M9621C,B-Herstellernummer
4617,Originals,B-Produktlinie
4617,Adidas,B-Marke
4617,MARATHON,B-Aktivität
4617,SL Run,B-Modell
4617,Gr,B-No Tag
4617,.43,B-EU-Schuhgröße
4617,Blau,B-Farbe
4617,Retro Vintage,B-Thema
4617,RAR,B-No Tag
4617,Kult,I-No Tag
4617,90er,B-Thema
4618,Lico,B-Marke
4618,Damen,B-Abteilung
4618,Sportschuhe,B-Produktart
4618,Blau,B-Farbe
4618,Laufschuhe Hallenschuhe Turnschuhe,B-Produktart
4618,Sneaker,B-Stil
4618,Outdoor,B-Anlass
4619,NEU,B-No Tag
4619,SKECHERS,B-Marke
4619,Damen,B-Abteilung
4619,Sneakers,B-Stil
4619,Sportschuhe Freizeitschuhe,B-Produktart
4619,SOLAR FUSE,B-Modell
4619,-,B-No Tag
4619,LITE JOY,B-Modell
4619,Blau,B-Farbe
4620,adidas,B-Marke
4620,Performance,B-Modell
4620,Herren,B-Abteilung
4620,Freizeit-Basketball-Schuhe,B-Obscure
4620,PRO,B-Modell
4620,BOOST,B-Produktlinie
4620,Mid,B-Schuhschaft-Typ
4620,schwarz grün,B-Farbe
4621,adidas,B-Marke
4621,Originals,B-Produktlinie
4621,Forum,B-Modell
4621,High,B-Schuhschaft-Typ
4621,-,B-No Tag
4621,Crafted,B-Modell
4621,-,B-No Tag
4621,Premium,I-No Tag
4621,Leder,B-Obermaterial
4621,-,B-No Tag
4621,BW1253,B-Herstellernummer
4621,Herren,B-Abteilung
4621,Sneaker,B-Stil
4622,Adidas,B-Marke
4622,Ultra Boost,B-Produktlinie
4622,Clima,B-Modell
4622,Laufschuhe,B-Produktart
4622,Sneaker,B-Stil
4622,Turnschuhe,B-Produktart
4622,schwarz,B-Farbe
4622,CG7081,B-Herstellernummer
4622,Gr,B-No Tag
4622,42,B-EU-Schuhgröße
4622,NEU,B-No Tag
4623,Nike,B-Marke
4623,Wmns,B-Abteilung
4623,Renew,B-Produktlinie
4623,Lucent,B-Modell
4624,DIESEL,B-Marke
4624,ONICE,B-Modell
4624,Designer,B-No Tag
4624,Herren,B-Abteilung
4624,Schuhe,B-Produktart
4624,Y00976 PR131 T8013,B-Herstellernummer
4624,Sneaker,B-Stil
4624,Men,B-Abteilung
4624,Shoes,B-Produktart
4624,D,B-Schuhweite
4625,DAMEN,B-Abteilung
4625,SCHUHE,B-Produktart
4625,SNEAKERS,B-Stil
4625,VANS,B-Marke
4625,ASHER PLATFORM,B-Modell
4625,[,B-No Tag
4625,VA3WMM3SY,B-Herstellernummer
4625,],B-No Tag
4626,NEW BALANCE,B-Marke
4626,M 991 GWR,B-Modell
4626,white navy red,B-Farbe
4626,Made,B-No Tag
4626,in,I-No Tag
4626,UK,B-UK-Schuhgröße
4626,M991GWR,B-Herstellernummer
4626,NEU,B-No Tag
4627,Puma,B-Marke
4627,PD Speedcat L,B-Modell
4627,/,B-No Tag
4627,Porsche Design,B-Produktlinie
4627,/,B-No Tag
4627,Echtleder,B-Obermaterial
4627,/,B-No Tag
4627,Puma,B-Marke
4627,Motorsport,B-Produktlinie
4627,/,B-No Tag
4627,schwarz,B-Farbe
4627,/,B-No Tag
4627,30657901,B-Herstellernummer
4628,Adidas,B-Marke
4628,Terrex,B-Produktlinie
4628,Agravic TR GTX,B-Modell
4628,EF6868,B-Herstellernummer
4628,Herren,B-Abteilung
4628,Sneaker,B-Stil
4628,Sportschuhe,B-Produktart
4628,Goretex,B-Obermaterial
4628,Trekking,B-Aktivität
4629,Outdoor,B-Anlass
4629,Damen Herren,B-Abteilung
4629,Aquaschuhe Barfußschuhe,B-Produktart
4629,Trekking Schwimm,B-Aktivität
4629,Wasserschuhe,B-Produktart
4629,36-46,B-EU-Schuhgröße
4630,Adidas,B-Marke
4630,_,B-No Tag
4630,1 Intelligence Level 1.1,B-Modell
4630,in,B-No Tag
4630,größe,I-No Tag
4630,"41,5",B-EU-Schuhgröße
4630,mit,B-No Tag
4630,OVP,I-No Tag
4631,Nike,B-Marke
4631,Air VaporMax Flyknit,B-Produktlinie
4631,Utility,B-Modell
4631,AH6834-600,B-Herstellernummer
4631,Herren,B-Abteilung
4631,Schuhe,B-Produktart
4631,Sneaker,B-Stil
4631,Wandern,B-Aktivität
4631,38,B-EU-Schuhgröße
4632,Nike,B-Marke
4632,Air,B-Produktlinie
4632,Free,I-Produktlinie
4632,Mercurial Superfly,B-Modell
4632,45,B-EU-Schuhgröße
4632,Game Royal-White,B-Farbe
4633,Adidas,B-Marke
4633,Herren,B-Abteilung
4633,CLOUDFOAM,B-Zwischensohlen-Typ
4633,SUPER DAILY,B-Modell
4633,Sneaker,B-Stil
4633,blau,B-Farbe
4633,42 43 44 45 46,B-EU-Schuhgröße
4633,UK 8 9 10 11 12,B-UK-Schuhgröße
4634,Nike,B-Marke
4634,Air Max,B-Produktlinie
4634,1 Black,B-Modell
4634,512033 103,B-Herstellernummer
4634,UK_8,B-UK-Schuhgröße
4634,US_9,B-US-Schuhgröße
4634,Eur 42.5,B-EU-Schuhgröße
4635,Nike,B-Marke
4635,Air,B-Produktlinie
4635,Presto,B-Modell
4635,Herren,B-Abteilung
4635,Sneaker,B-Stil
4635,Schwarz,B-Farbe
4635,CT3550-001,B-Herstellernummer
4635,Sport,B-Anlass
4635,Freizeit Schuhe,B-Produktart
4635,NEU,B-No Tag
4636,New Balance,B-Marke
4636,ML373TP,B-Herstellernummer
4636,Schuhe,B-Produktart
4636,Freizeit,B-Anlass
4636,Retro,B-Thema
4636,Sneaker,B-Stil
4636,580931-60 18,B-Herstellernummer
4636,rot,B-Farbe
4637,Fila,B-Marke
4637,Electrove,B-Modell
4637,Damen,B-Abteilung
4637,Silt Green,B-Farbe
4637,Sneaker,B-Stil
4637,Mode,B-No Tag
4637,-,I-No Tag
4637,37.5 EU,B-EU-Schuhgröße
4638,BK British Knights,B-Marke
4638,Herren,B-Abteilung
4638,Sneaker,B-Stil
4638,Schuhe,B-Produktart
4638,Douglas,B-Modell
4638,lt.grey lime,B-Farbe
4638,B 32-3675-01,B-Herstellernummer
4639,Nike,B-Marke
4639,Air,B-Produktlinie
4639,Zenyth,B-Modell
4639,Sneaker,B-Stil
4639,Neu,B-No Tag
4639,90 95 97,B-Modell
4639,Gr,B-No Tag
4639,:45,B-EU-Schuhgröße
4639,US :11,B-US-Schuhgröße
4639,White,B-Farbe
4639,/,B-No Tag
4639,White,B-Farbe
4639,366624-100,B-Herstellernummer
4639,Leder,B-Obermaterial
4640,Damen,B-Abteilung
4640,Plateau,B-No Tag
4640,Sneaker,B-Stil
4640,Schnürer,B-Verschluss
4640,Basic,B-No Tag
4640,Schnür,B-Verschluss
4640,838401,B-No Tag
4640,Schuhe,B-Produktart
4641,New Balance,B-Marke
4641,Classics,B-Produktlinie
4641,ML565NTW,B-Herstellernummer
4641,Navy Red,B-Farbe
4641,Turnschuhe,B-Produktart
4641,Sneaker,B-Stil
4641,blau rot,B-Farbe
4641,unisex,B-Abteilung
4642,Neu,B-No Tag
4642,SKECHERS,B-Marke
4642,Bobs Squad,B-Produktlinie
4642,Tough Talk,B-Modell
4642,Sneakers,B-Stil
4642,Low,B-Schuhschaft-Typ
4642,10412228,B-Herstellernummer
4642,für,B-No Tag
4642,Damen,B-Abteilung
4643,Converse,B-Marke
4643,Chuck Taylor All Star,B-Produktlinie
4643,Leather,B-Obermaterial
4643,&,B-No Tag
4643,Thermal,B-Obermaterial
4643,HI,B-Schuhschaft-Typ
4643,Black,B-Farbe
4643,/,B-No Tag
4643,Black,B-Farbe
4643,/,B-No Tag
4643,Sharkskin,B-Muster
4643,41.5,B-EU-Schuhgröße
4644,Geox,B-Marke
4644,Respira,B-Modell
4644,Sneaker,B-Stil
4644,Halbschuh,B-Produktart
4644,38,B-EU-Schuhgröße
4644,Wildleder,B-Obermaterial
4644,Neu,B-No Tag
4644,!,I-No Tag
4645,Adidas,B-Marke
4645,y-3,B-Modell
4645,Yohji Yamamoto,I-Modell
4645,Shoes,B-Produktart
4645,Damen,B-Abteilung
4645,Schuhe,B-Produktart
4645,S83304,B-Herstellernummer
4645,Luxus,B-Thema
4645,Turnschuhe,B-Produktart
4645,Grau,B-Farbe
4645,y3,B-Marke
4645,NEW,B-No Tag
4646,Skechers,B-Marke
4646,Damen,B-Abteilung
4646,Sneaker,B-Stil
4646,GAMMA,B-Modell
4646,Weiß,B-Farbe
4646,-,B-No Tag
4646,Memory Foam,B-Zwischensohlen-Typ
4646,Sohle,B-No Tag
4646,-,I-No Tag
4646,Maschinenwaschbar,B-Besonderheiten
4647,ASICS,B-Marke
4647,TJG447,B-Herstellernummer
4647,VINTAGE,B-Thema
4647,OG,B-Modell
4647,(,B-No Tag
4647,GLIII SAGA,B-Modell
4647,Gel,B-Produktlinie
4647,Lyte 3 III,B-Modell
4647,),B-No Tag
4648,Sportschuhe,B-Produktart
4648,Sneaker,B-Stil
4648,mit,B-No Tag
4648,Klettverschluss,B-Verschluss
4648,Turnschuhe Laufschuhe Schuhe,B-Produktart
4648,61398,B-No Tag
4649,Puma,B-Marke
4649,Cell,B-Produktlinie
4649,Valiant SL,B-Modell
4649,Herren,B-Abteilung
4649,Sneaker,B-Stil
4649,Schuhe,B-Produktart
4649,Sport,B-Anlass
4649,194073,B-Herstellernummer
4649,(,B-No Tag
4649,Schwarz,B-Farbe
4649,01,B-No Tag
4649,),I-No Tag
4650,adidas,B-Marke
4650,Performance Run Falcon 2.0,B-Modell
4650,Laufschuhe,B-Produktart
4650,Herren,B-Abteilung
4650,Sportschuhe,B-Produktart
4650,Weiß,B-Farbe
4650,G58098,B-Herstellernummer
4651,VANS,B-Marke
4651,OLD SKOOL,B-Produktlinie
4651,DX,B-Modell
4651,(,B-No Tag
4651,BLOCKED,B-Modell
4651,),B-No Tag
4651,CLASSIC,B-Modell
4651,WHITE WIND CHIME,B-Farbe
4651,SNEAKER,B-Stil
4651,SCHUHE SKATERSCHUHE,B-Produktart
4652,adidas,B-Marke
4652,Terrex,B-Produktlinie
4652,Skychaser LT GTX,B-Modell
4652,Wanderschuhe,B-Produktart
4652,Trailrunning,B-Aktivität
4652,Schuhe,B-Produktart
4652,Herren,B-Abteilung
4652,EH2426,B-Herstellernummer
4653,Puma,B-Marke
4653,Sneaker,B-Stil
4653,Herren,B-Abteilung
4653,Smash v2,B-Modell
4653,Jersey,B-Obermaterial
4653,Männer,B-Abteilung
4653,Sneaker,B-Stil
4653,Schuhe Turnschuhe,B-Produktart
4653,grau blau,B-Farbe
4654,Under Armour,B-Marke
4654,Micro G Pursuit Bp,B-Modell
4654,(,B-No Tag
4654,3021953-001,B-Herstellernummer
4654,),B-No Tag
4655,Nike,B-Marke
4655,Air Vapormax,B-Produktlinie
4655,2019,B-Erscheinungsjahr
4655,Herren,B-Abteilung
4655,Schuhe,B-Produktart
4655,Neu,B-No Tag
4655,Sneaker,B-Stil
4655,Obsidian Blau,B-Farbe
4655,Herrenschuhe,B-Abteilung
4655,Nike,B-Marke
4656,adidas,B-Marke
4656,Madrid,B-Modell
4656,Sneaker,B-Stil
4656,Herren,B-Abteilung
4656,Originals,B-Produktlinie
4656,(,B-No Tag
4656,FX5629,B-Herstellernummer
4656,),B-No Tag
4656,NEU,I-No Tag
4657,VANS,B-Marke
4657,Old Skool,B-Produktlinie
4657,/,B-No Tag
4657,DX,B-Modell
4657,Unisex,B-Abteilung
4657,Sneakers,B-Stil
4657,versch,B-No Tag
4657,.,I-No Tag
4657,Farben,I-No Tag
4657,und,I-No Tag
4657,Größen,I-No Tag
4657,.,I-No Tag
4657,NEU,I-No Tag
4657,!,I-No Tag
4658,Skechers,B-Marke
4658,Womens,B-Abteilung
4658,Modern Comfort,B-Produktlinie
4658,REGGAE FEST NEAP,B-Modell
4658,Sneakers,B-Stil
4658,Damen,B-Abteilung
4658,Schuhe,B-Produktart
4658,Grau,B-Farbe
4659,Skechers,B-Marke
4659,Herren,B-Abteilung
4659,Sportschuhe Schnürhalbschuh,B-Produktart
4659,Go Run,B-Produktlinie
4659,consistent,B-Modell
4659,220034,B-Herstellernummer
4659,/,B-No Tag
4659,BKOR,B-Herstellernummer
4660,Damen,B-Abteilung
4660,Sneaker,B-Stil
4660,Slipper,B-No Tag
4660,Sportschuhe Halbschuhe,B-Produktart
4660,Glitzer,B-Akzente
4660,Freizeitschuhe,B-Produktart
4660,36-41,B-EU-Schuhgröße
4660,Neu,B-No Tag
4661,Sportschuhe,B-Produktart
4661,Herren,B-Abteilung
4661,Laufschuhe,B-Produktart
4661,Atmungsaktiv,B-Besonderheiten
4661,Turnschuhe,B-Produktart
4661,Fitness,B-Aktivität
4661,Walkingschuhe,B-Produktart
4662,Globe,B-Marke
4662,Surplus,B-Modell
4662,Organic White,B-Farbe
4663,Damen,B-Abteilung
4663,Sportschuhe,B-Produktart
4663,Strass,B-Akzente
4663,Laufschuhe,B-Produktart
4663,Strick,B-Gewebeart
4663,Slip On,B-Verschluss
4663,Sneaker,B-Stil
4663,Schuhe Turnschuhe,B-Produktart
4663,Gym,B-Anlass
4664,Kappa,B-Marke
4664,Sneaker,B-Stil
4664,Schnürschuhe,B-Produktart
4664,Gr,B-No Tag
4664,.,I-No Tag
4664,37,B-EU-Schuhgröße
4664,Schwarz,B-Farbe
4664,/,B-No Tag
4664,Rot,B-Farbe
4664,241110,B-Herstellernummer
4664,/,B-No Tag
4664,1120,B-Herstellernummer
4665,SKECHERS,B-Marke
4665,158011,B-Herstellernummer
4665,/,B-No Tag
4665,BBK,B-Farbe
4665,Seager-Umpire,B-Modell
4665,Damen,B-Abteilung
4665,Sneaker,B-Stil
4665,Slipper,B-No Tag
4665,schwarz,B-Farbe
4666,Herren,B-Abteilung
4666,Sportschuhe Laufschuhe,B-Produktart
4666,Schnürer,B-Verschluss
4666,Fitness,B-Aktivität
4666,Sneaker,B-Stil
4666,Turnschuhe,B-Produktart
4666,897382,B-Herstellernummer
4666,Mode,B-No Tag
4667,adidas,B-Marke
4667,Herren,B-Abteilung
4667,Indoor-Schuhe,B-Produktart
4667,Essence,B-Modell
4667,M,B-Abteilung
4668,Strass,B-Akzente
4668,Freizeitschuhe,B-Produktart
4668,Damen,B-Abteilung
4668,Schuhe,B-Produktart
4668,Atmungsaktiv,B-Besonderheiten
4668,Sportschuhe Turnschuhe,B-Produktart
4668,Sneaker,B-Stil
4669,Etnies,B-Marke
4669,Lo-Cut SC,B-Modell
4669,grey,B-Farbe
4669,Skater,B-Aktivität
4669,Schuhe,B-Produktart
4669,Sneaker,B-Stil
4670,Timberland,B-Marke
4670,Chukka,B-Modell
4670,Herren,B-Abteilung
4670,Freizeitsneaker,B-Obscure
4670,Gr,B-No Tag
4670,:,I-No Tag
4670,Wählbar,I-No Tag
4670,Olive Grün,B-Farbe
4670,Neu,B-No Tag
4670,n,I-No Tag
4670,Karton,I-No Tag
4671,Nike,B-Marke
4671,Cortez,B-Modell
4671,Sneaker,B-Stil
4671,black white,B-Farbe
4671,US12,B-US-Schuhgröße
4671,used,B-No Tag
4671,",",I-No Tag
4671,TN,B-Besonderheiten
4671,LTD,B-Modell
4671,90,I-Modell
4671,180,B-No Tag
4671,BW,B-Modell
4671,Air max classic,B-Produktlinie
4672,PUMA,B-Marke
4672,Porsche Design,B-Produktlinie
4672,SPEEDCAT X,B-Modell
4672,|,B-No Tag
4672,NEU,I-No Tag
4672,|,I-No Tag
4672,Gr,I-No Tag
4672,.,I-No Tag
4672,43,B-EU-Schuhgröße
4672,/,B-No Tag
4672,9,B-UK-Schuhgröße
4673,Lowa,B-Marke
4673,RENEGADE GTX,B-Modell
4673,MID,B-Schuhschaft-Typ
4673,Herren,B-Abteilung
4673,Marineblau,B-Farbe
4673,Trekking,B-Aktivität
4673,Schuhe Wanderschuhe,B-Produktart
4673,310945 6910,B-Herstellernummer
4674,Nike,B-Marke
4674,SB Zoom,B-Produktlinie
4674,Blazer,B-Modell
4674,Low,B-Schuhschaft-Typ
4674,GT Iso,B-Modell
4674,Midnight Navy,B-Farbe
4675,Scarpe,B-Produktart
4675,OSIRIS D3 2001,B-Modell
4675,BLACK,B-Farbe
4675,/,B-No Tag
4675,BLACK,B-Farbe
4675,/,B-No Tag
4675,BLACK,B-Farbe
4675,sos1137,B-Herstellernummer
4676,ADIDAS,B-Marke
4676,PRO CONFERENCE,B-Modell
4676,HIGH,B-Schuhschaft-Typ
4676,SILBER,B-Farbe
4676,/,B-No Tag
4676,WEISS,B-Farbe
4676,neu,B-No Tag
4676,EU 44,B-EU-Schuhgröße
4676,/,B-No Tag
4676,US 10,B-US-Schuhgröße
4677,Reebok,B-Marke
4677,Aztrek,B-Modell
4677,CN7068,B-Herstellernummer
4677,Herren,B-Abteilung
4677,Sneaker,B-Stil
4677,Trainer sport schuhe,B-Produktart
4677,weiß blau,B-Farbe
4677,NEU,B-No Tag
4677,OVP,I-No Tag
4678,Adidas,B-Marke
4678,Originals Superstar,B-Produktlinie
4678,Damen Herren,B-Abteilung
4678,Sneaker,B-Stil
4678,Sportschuhe,B-Produktart
4678,Klassiker,B-No Tag
4679,adidas,B-Marke
4679,OZWEEGO PURE,B-Modell
4679,(,B-No Tag
4679,G55505,B-Herstellernummer
4679,),B-No Tag
4679,Schwarz Orange,B-Farbe
4679,Mens,B-Abteilung
4679,Sneaker,B-Stil
4679,Trainers,B-Produktart
4679,-,B-No Tag
4679,NEU,I-No Tag
4679,OVP,I-No Tag
4680,Nike,B-Marke
4680,Air Max,B-Produktlinie
4680,Tailwind IV SP,B-Modell
4680,Sneaker,B-Stil
4680,BV1357-200,B-Herstellernummer
4680,Freizeit,B-Anlass
4680,Sport Schuhe Turnschuhe,B-Produktart
4681,Mephisto,B-Marke
4681,Bradley Velsport,B-Modell
4681,Herren,B-Abteilung
4681,Sneaker,B-Stil
4682,Sehr,B-No Tag
4682,viel,I-No Tag
4682,getragene,I-No Tag
4682,used,I-No Tag
4682,Nike,B-Marke
4682,Air Force 1,B-Produktlinie
4682,Transparent,B-Besonderheiten
4682,",",B-No Tag
4682,Gr,I-No Tag
4682,.,I-No Tag
4682,"42,5",B-EU-Schuhgröße
4682,|,B-No Tag
4682,USED,I-No Tag
4683,Trendy,B-No Tag
4683,Damen,B-Abteilung
4683,Sneaker,B-Stil
4683,Turnschuhe,B-Produktart
4683,Schnürer,B-Verschluss
4683,Halb,B-Schuhschaft-Typ
4683,Schuhe,B-Produktart
4683,Beige,B-Farbe
4683,Leopard Zebra,B-Muster
4683,Blau,B-Farbe
4684,adidas,B-Marke
4684,Originals Stan Smith,B-Produktlinie
4684,Sneaker,B-Stil
4684,Leder,B-Obermaterial
4684,Turnschuhe,B-Produktart
4684,M20327,B-Herstellernummer
4684,Triple Black Schwarz,B-Farbe
4685,ADIDAS,B-Marke
4685,JEANS,B-Modell
4685,Turnschuhe,B-Produktart
4685,CQ2769,B-Herstellernummer
4685,Grau Blau,B-Farbe
4685,Herrengrößen,B-No Tag
4685,UK 7,B-UK-Schuhgröße
4685,Sich,B-No Tag
4685,11,I-No Tag
4685,Neu,I-No Tag
4685,Im,I-No Tag
4685,Karton,I-No Tag
4686,Gerne,B-No Tag
4686,und,I-No Tag
4686,oft,I-No Tag
4686,/,I-No Tag
4686,stark,I-No Tag
4686,getragene,I-No Tag
4686,Sneaker,B-Stil
4686,von,B-No Tag
4686,Adidas,B-Marke
4686,Gr,B-No Tag
4686,.,I-No Tag
4686,38,B-EU-Schuhgröße
4687,Damen Herren,B-Abteilung
4687,Weiß,B-Farbe
4687,Atmungsaktiv,B-Besonderheiten
4687,Sportschuhe Runners Turnschuhe,B-Produktart
4687,Sneakers,B-Stil
4687,SchuheNEU,B-Obscure
4688,Damen,B-Abteilung
4688,Herren,I-Abteilung
4688,LED Farbwechsel,B-Besonderheiten
4688,Schuhe,B-No Tag
4688,Sneaker,B-Stil
4688,Leuchtende,B-Besonderheiten
4688,Turnschuhe,B-Produktart
4688,Blinkschuhe,B-Obscure
4688,DE,B-Herstellungsland und -region
4689,Converse,B-Marke
4689,All Star,B-Produktlinie
4689,Stiefel,B-Produktart
4689,Schnürstiefel,B-No Tag
4689,Boots,B-Produktart
4689,oliv,B-Farbe
4689,",",B-No Tag
4689,Textil,B-Obermaterial
4689,/,B-No Tag
4689,Leinen,B-Obermaterial
4689,",",B-No Tag
4689,Neu,I-No Tag
4689,!!!,I-No Tag
4690,SACAI,B-Produktlinie
4690,X,B-No Tag
4690,NIKE,B-Marke
4690,LDWAFFLE,B-Modell
4690,BLACK,B-Farbe
4690,TRAINERS,B-Produktart
4690,SNEAKERS,B-Stil
4690,SCHUHE TURNSCHUHE SHOES,B-Produktart
4690,10.5,B-US-Schuhgröße
4690,44.5,B-EU-Schuhgröße
4691,Nike,B-Marke
4691,Roshe One,B-Produktlinie
4691,Junior,B-Abteilung
4691,599729-012,B-Herstellernummer
4692,adidas,B-Marke
4692,Originals Stan Smith,B-Produktlinie
4692,Recon,B-Modell
4692,Damen Herren,B-Abteilung
4692,Leder,B-Obermaterial
4692,Sneaker,B-Stil
4692,Schuhe,B-Produktart
4692,EF4974,B-Herstellernummer
4692,neu,B-No Tag
4693,ASICS,B-Marke
4693,x,B-No Tag
4693,Hanon,B-Modell
